downo,daytype,SubSystem,StartStn,EndStation,EntTime,EntTimeHHMM,ExTime,EXTimeHHMM,ZVPPT,JNYTYP,DailyCapping,FFare,DFare,RouteID,FinalProduct
2,Mon,LUL,Unstarted,Old Street,0,00:00,729,12:09,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
4,Wed,NR/LRC,Unstarted,Gospel Oak,0,00:00,427,07:07,-------,PPY,N,400,400,XX,PAYG
5,Thu,NR,Unstarted,Clapham Junction,0,00:00,1098,18:18,Z0102,TKT,N,0,0,XX,LUL Travelcard-1 Month
2,Mon,LUL,Unstarted,Caledonian Road,0,00:00,634,10:34,Z0204,TKT,N,0,0,XX,LUL Travelcard-1 Month
3,Tue,LUL,Unstarted,Caledonian Road,0,00:00,614,10:14,Z0204,TKT,N,0,0,XX,LUL Travelcard-1 Month
6,Fri,LUL,Unstarted,East Ham,0,00:00,1333,22:13,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
4,Wed,LUL,Unstarted,Caledonian Road,0,00:00,633,10:33,Z0204,TKT,N,0,0,XX,LUL Travelcard-1 Month
5,Thu,LUL,Unstarted,Caledonian Road,0,00:00,615,10:15,Z0204,TKT,N,0,0,XX,LUL Travelcard-1 Month
6,Fri,LUL,Unstarted,Caledonian Road,0,00:00,613,10:13,Z0204,TKT,N,0,0,XX,LUL Travelcard-1 Month
2,Mon,LUL,Unstarted,Edgware Road B,0,00:00,1083,18:03,Z0105,TKT,N,0,0,XX,LUL Travelcard-Period
4,Wed,LUL,Unstarted,Canning Town,0,00:00,1285,21:25,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
1,Sun,LUL,Unstarted,Canning Town,0,00:00,1200,20:00,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
2,Mon,NR,Unstarted,Richmond,0,00:00,1146,19:06,Z0105,TKT,N,0,0,XX,LUL Travelcard-Period
3,Tue,LUL,Unstarted,Bank,0,00:00,514,08:34,-------,PPY,N,400,400,XX,PAYG
5,Thu,NR,Unstarted,Wimbledon,0,00:00,1054,17:34,Z0104,TKT,N,0,0,XX,LUL Travelcard-1 Month
2,Mon,LUL,Unstarted,Hammersmith D,0,00:00,734,12:14,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
6,Fri,NR,Unstarted,Clapham Junction,0,00:00,1330,22:10,Z0102,TKT,N,0,0,XX,LUL Travelcard-Period
3,Tue,NR,Unstarted,East Croydon,0,00:00,645,10:45,Z0105,TKT,N,0,0,XX,LUL Travelcard-7 Day
7,Sat,NR,Unstarted,Richmond,0,00:00,709,11:49,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
2,Mon,LUL,Unstarted,Holborn,0,00:00,1104,18:24,Z0105,TKT,N,0,0,XX,LUL Travelcard-Period
2,Mon,LUL,Unstarted,Archway,0,00:00,786,13:06,Z0110,TKT,N,0,0,XX,Freedom Pass (Disabled)
4,Wed,NR,Unstarted,Richmond,0,00:00,725,12:05,Z0105,TKT,N,0,0,XX,LUL Travelcard-Period
6,Fri,NR,Unstarted,East Croydon,0,00:00,660,11:00,Z0105,TKT,N,0,0,XX,LUL Travelcard-1 Month
4,Wed,NR,Unstarted,St Pancras International,0,00:00,1124,18:44,-------,PPY,N,500,500,XX,PAYG
4,Wed,LUL,Unstarted,Wood Green,0,00:00,1307,21:47,-------,PPY,N,400,400,XX,PAYG
1,Sun,LUL,Unstarted,Archway,0,00:00,768,12:48,Z0110,TKT,N,0,0,XX,Freedom Pass (Disabled)
5,Thu,NR,Unstarted,Wimbledon,0,00:00,1015,16:55,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
3,Tue,NR,Unstarted,Wimbledon,0,00:00,1012,16:52,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
6,Fri,NR,Unstarted,Romford,0,00:00,590,09:50,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
4,Wed,NR/LRC,Unstarted,Dalston Kingsland,0,00:00,394,06:34,Z0110,TKT,N,0,0,XX,Freedom Pass (Disabled)
6,Fri,LUL,Unstarted,Chancery Lane,0,00:00,393,06:33,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
2,Mon,LUL,Unstarted,Moorgate,0,00:00,534,08:54,Z0104,TKT,N,0,0,XX,LUL Travelcard-Annual
3,Tue,LUL,Unstarted,Moorgate,0,00:00,532,08:52,Z0104,TKT,N,0,0,XX,LUL Travelcard-Annual
4,Wed,LUL,Unstarted,Canary Wharf E2,0,00:00,542,09:02,Z0104,TKT,N,0,0,XX,LUL Travelcard-Annual
4,Wed,LUL,Unstarted,Hammersmith D,0,00:00,816,13:36,Z0205,TKT,N,0,0,XX,LUL Travelcard-7 Day
6,Fri,NR/LRC,Unstarted,Dalston Kingsland,0,00:00,391,06:31,Z0110,TKT,N,0,0,XX,Freedom Pass (Disabled)
4,Wed,LUL,Unstarted,Chancery Lane,0,00:00,404,06:44,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
4,Wed,LUL/NR/DLR,Unstarted,Stratford,0,00:00,772,12:52,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
6,Fri,NR,Unstarted,Honor Oak Park,0,00:00,1084,18:04,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
5,Thu,LUL,Unstarted,Hammersmith D,0,00:00,728,12:08,Z0205,TKT,N,0,0,XX,LUL Travelcard-7 Day
2,Mon,LUL,Unstarted,Aldgate,0,00:00,794,13:14,Z0106,TKT,N,0,0,XX,LUL Travelcard-Annual
6,Fri,LUL,Unstarted,Moorgate,0,00:00,533,08:53,Z0104,TKT,N,0,0,XX,LUL Travelcard-Annual
5,Thu,LUL,Unstarted,Holborn,0,00:00,526,08:46,Z0104,TKT,N,0,0,XX,LUL Travelcard-Annual
2,Mon,LUL,Unstarted,Waterloo JLE,0,00:00,1344,22:24,-------,PPY,N,0,0,XX,PAYG
6,Fri,LUL,Unstarted,Hammersmith D,0,00:00,1015,16:55,Z0205,TKT,N,0,0,XX,LUL Travelcard-7 Day
1,Sun,LUL,Unstarted,Waterloo,0,00:00,882,14:42,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
3,Tue,NR,Unstarted,Richmond,0,00:00,798,13:18,Z0206,TKT,N,0,0,XX,LUL Travelcard-1 Month
3,Tue,LUL,Unstarted,Mile End,0,00:00,505,08:25,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
4,Wed,NR,Unstarted,Wimbledon,0,00:00,1019,16:59,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
3,Tue,NR,Unstarted,Liverpool St WAGN TOC Gates,0,00:00,622,10:22,Z0103,TKT,N,0,0,XX,LUL Travelcard-7 Day
4,Wed,NR,Unstarted,Richmond,0,00:00,1082,18:02,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
4,Wed,NR,Unstarted,Ilford,0,00:00,1071,17:51,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
3,Tue,NR,Unstarted,Honor Oak Park,0,00:00,1067,17:47,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
4,Wed,NR,Unstarted,Honor Oak Park,0,00:00,1054,17:34,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
4,Wed,LUL,Unstarted,Whitechapel,0,00:00,1328,22:08,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
3,Tue,NR,Unstarted,East Croydon,0,00:00,609,10:09,Z0205,TKT,N,0,0,XX,LUL Travelcard-1 Month
7,Sat,NR,Unstarted,Balham SCL,0,00:00,1101,18:21,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
4,Wed,NR,Unstarted,Liverpool St WAGN TOC Gates,0,00:00,1283,21:23,Z0104,TKT,N,0,0,XX,LUL Travelcard-1 Month
5,Thu,LUL,Unstarted,Mile End,0,00:00,515,08:35,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
6,Fri,NR,Unstarted,Balham SCL,0,00:00,1126,18:46,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
5,Thu,LUL,Unstarted,Chancery Lane,0,00:00,395,06:35,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
2,Mon,NR,Unstarted,Liverpool St WAGN TOC Gates,0,00:00,1300,21:40,Z0104,TKT,N,0,0,XX,LUL Travelcard-1 Month
3,Tue,LUL,Unstarted,Chancery Lane,0,00:00,393,06:33,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
6,Fri,NR,Unstarted,Wimbledon,0,00:00,957,15:57,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
2,Mon,LUL,Unstarted,Hammersmith D,0,00:00,1014,16:54,Z0205,TKT,N,0,0,XX,LUL Travelcard-7 Day
3,Tue,LUL,Unstarted,Hammersmith D,0,00:00,1026,17:06,Z0205,TKT,N,0,0,XX,LUL Travelcard-7 Day
2,Mon,LUL,Unstarted,Mile End,0,00:00,514,08:34,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
2,Mon,LUL,Unstarted,Whitechapel,0,00:00,1242,20:42,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
4,Wed,LUL,Unstarted,Mile End,0,00:00,519,08:39,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
6,Fri,LUL,Unstarted,Mile End,0,00:00,524,08:44,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
1,Sun,LUL,Unstarted,Shepherd's Bush Und,0,00:00,1129,18:49,Z0102,TKT,N,0,0,XX,LUL Travelcard-1 Month
2,Mon,LUL,Unstarted,Chancery Lane,0,00:00,399,06:39,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
3,Tue,NR,Unstarted,Liverpool St WAGN TOC Gates,0,00:00,1282,21:22,Z0104,TKT,N,0,0,XX,LUL Travelcard-1 Month
3,Tue,LUL,Unstarted,Green Park,0,00:00,713,11:53,-------,PPY,N,400,400,XX,PAYG
1,Sun,LUL,Unstarted,Redbridge,0,00:00,1154,19:14,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
2,Mon,LUL/NR,Unstarted,Ealing Broadway,0,00:00,583,09:43,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
3,Tue,LUL/NR,Unstarted,Ealing Broadway,0,00:00,614,10:14,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
3,Tue,NR,Unstarted,Sydenham SR,0,00:00,990,16:30,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
3,Tue,NR,Unstarted,FENCHURCH ST NR,0,00:00,652,10:52,Z0103,TKT,N,0,0,XX,LUL Travelcard-7 Day
1,Sun,LUL,Unstarted,Belsize Park,0,00:00,884,14:44,Z0102,TKT,N,0,0,XX,LUL Travelcard-Annual
2,Mon,NR,Unstarted,Sydenham SR,0,00:00,1090,18:10,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
1,Sun,NR,Unstarted,FENCHURCH ST NR,0,00:00,706,11:46,Z0103,TKT,N,0,0,XX,LUL Travelcard-7 Day
4,Wed,NR,Unstarted,Sydenham SR,0,00:00,1071,17:51,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
7,Sat,LUL,Unstarted,Hammersmith D,0,00:00,1341,22:21,-------,PPY,N,400,400,XX,PAYG
5,Thu,NR,Unstarted,Clapham Junction,0,00:00,1077,17:57,Z0105,TKT,N,0,0,XX,LUL Travelcard-7 Day
4,Wed,NR,Unstarted,Clapham Junction,0,00:00,1185,19:45,Z0203,TKT,N,0,0,XX,LUL Travelcard-1 Month
2,Mon,LUL,Unstarted,Leytonstone,0,00:00,1070,17:50,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
5,Thu,NR,Unstarted,Sydenham SR,0,00:00,1072,17:52,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
5,Thu,NR,Unstarted,Liverpool St WAGN TOC Gates,0,00:00,618,10:18,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
6,Fri,NR,Unstarted,Sydenham SR,0,00:00,1073,17:53,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
5,Thu,NR,Unstarted,Liverpool St WAGN TOC Gates,0,00:00,1275,21:15,-------,PPY,N,500,500,XX,PAYG
5,Thu,NR,Unstarted,Victoria TOCs,0,00:00,481,08:01,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
3,Tue,NR,Unstarted,Wimbledon,0,00:00,940,15:40,Z0110,TKT,N,0,0,XX,Freedom Pass (Disabled)
4,Wed,LUL,Unstarted,Balham,0,00:00,1342,22:22,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
3,Tue,LUL,Unstarted,High Street Kens,0,00:00,382,06:22,Z0102,TKT,N,0,0,XX,LUL Travelcard-Annual
4,Wed,NR,Unstarted,Wimbledon,0,00:00,1015,16:55,-------,PPY,N,280,280,XX,PAYG
2,Mon,LUL,Unstarted,Edgware Road M,0,00:00,1006,16:46,Z0102,TKT,N,0,0,XX,LUL Travelcard-7 Day
5,Thu,NR,Unstarted,Sydenham SR,0,00:00,980,16:20,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
5,Thu,LUL,Unstarted,Snaresbrook,0,00:00,1087,18:07,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
7,Sat,NR,Unstarted,Clapham Junction,0,00:00,1304,21:44,Z0102,TKT,N,0,0,XX,LUL Travelcard-7 Day
3,Tue,NR,Unstarted,Ilford,0,00:00,1047,17:27,Z0104,TKT,N,0,0,XX,LUL Travelcard-7 Day
3,Tue,NR,Unstarted,Liverpool St WAGN TOC Gates,0,00:00,429,07:09,Z0104,TKT,N,0,0,XX,LUL Travelcard-7 Day
2,Mon,NR,Unstarted,Ilford,0,00:00,1092,18:12,Z0104,TKT,N,0,0,XX,LUL Travelcard-7 Day
2,Mon,NR,Unstarted,Liverpool St WAGN TOC Gates,0,00:00,490,08:10,Z0104,TKT,N,0,0,XX,LUL Travelcard-7 Day
5,Thu,LUL,Unstarted,Borough,0,00:00,507,08:27,Z0102,TKT,N,0,0,XX,LUL Travelcard-7 Day
3,Tue,LUL,Unstarted,East Finchley,0,00:00,597,09:57,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
1,Sun,LUL,Unstarted,Earls Court,0,00:00,1371,22:51,-------,PPY,N,400,400,XX,PAYG
1,Sun,NR,Unstarted,Crystal Palace,0,00:00,878,14:38,Z0103,TKT,N,0,0,XX,LUL Travelcard-7 Day
6,Fri,LUL,Unstarted,Euston,0,00:00,553,09:13,Z0103,TKT,N,0,0,XX,LUL Travelcard-7 Day
6,Fri,NR,Unstarted,City Thameslink,0,00:00,563,09:23,Z0102,TKT,N,0,0,XX,LUL Travelcard-Annual
3,Tue,NR,Unstarted,St Pancras International,0,00:00,562,09:22,Z0103,TKT,N,0,0,XX,LUL Travelcard-7 Day
5,Thu,NR,Unstarted,City Thameslink,0,00:00,563,09:23,Z0102,TKT,N,0,0,XX,LUL Travelcard-Annual
2,Mon,NR,Unstarted,St Pancras International,0,00:00,578,09:38,Z0103,TKT,N,0,0,XX,LUL Travelcard-7 Day
4,Wed,LUL/NR,Unstarted,Barking,0,00:00,935,15:35,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
6,Fri,LUL,Unstarted,Warwick Avenue,0,00:00,1096,18:16,Z0102,TKT,N,0,0,XX,LUL Travelcard-1 Month
7,Sat,LUL,Unstarted,Golders Green,0,00:00,1035,17:15,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
6,Fri,LUL,Unstarted,Bayswater,0,00:00,1319,21:59,Z0106,TKT,N,0,0,XX,LUL Travelcard-Annual
4,Wed,LUL,Unstarted,Leytonstone,0,00:00,1082,18:02,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
3,Tue,NR,Unstarted,City Thameslink,0,00:00,567,09:27,Z0102,TKT,N,0,0,XX,LUL Travelcard-Annual
4,Wed,NR,Unstarted,City Thameslink,0,00:00,575,09:35,Z0102,TKT,N,0,0,XX,LUL Travelcard-Annual
4,Wed,NR,Unstarted,City Thameslink,0,00:00,851,14:11,Z0102,TKT,N,0,0,XX,LUL Travelcard-Annual
5,Thu,NR,Unstarted,FENCHURCH ST NR,0,00:00,652,10:52,Z0103,TKT,N,0,0,XX,LUL Travelcard-7 Day
4,Wed,LUL/NR,Unstarted,Ealing Broadway,0,00:00,599,09:59,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
5,Thu,NR,Unstarted,St Pancras International,0,00:00,596,09:56,Z0103,TKT,N,0,0,XX,LUL Travelcard-7 Day
3,Tue,NR,Unstarted,St Pancras International,0,00:00,709,11:49,Z0103,TKT,N,0,0,XX,LUL Travelcard-Annual
5,Thu,LUL,Unstarted,Marble Arch,0,00:00,452,07:32,Z0105,TKT,N,0,0,XX,LUL Travelcard-7 Day
6,Fri,LUL,Unstarted,Golders Green,0,00:00,1206,20:06,Z0203,TKT,N,0,0,XX,LUL Travelcard-7 Day
3,Tue,NR,Unstarted,Liverpool St WAGN TOC Gates,0,00:00,653,10:53,Z0104,TKT,N,0,0,XX,LUL Travelcard-7 Day
3,Tue,NR,Unstarted,Sydenham SR,0,00:00,860,14:20,Z0203,TKT,N,0,0,XX,LUL Travelcard-7 Day
6,Fri,LUL,Unstarted,Liverpool Street,0,00:00,521,08:41,Z0106,TKT,N,0,0,XX,LUL Travelcard-1 Month
1,Sun,NR,Unstarted,Clapham Junction,0,00:00,924,15:24,Z0102,TKT,N,0,0,XX,LUL Travelcard-1 Month
5,Thu,LUL,Unstarted,Liverpool Street,0,00:00,487,08:07,Z0106,TKT,N,0,0,XX,LUL Travelcard-1 Month
4,Wed,LUL,Unstarted,Marble Arch,0,00:00,450,07:30,Z0105,TKT,N,0,0,XX,LUL Travelcard-7 Day
7,Sat,NR,Unstarted,Balham SCL,0,00:00,776,12:56,Z0203,TKT,N,0,0,XX,LUL Travelcard-7 Day
4,Wed,NR,Unstarted,Marylebone NR,0,00:00,1171,19:31,Z0102,TKT,N,0,0,XX,LUL Travelcard-1 Month
2,Mon,NR,Unstarted,Liverpool St WAGN TOC Gates,0,00:00,653,10:53,Z0104,TKT,N,0,0,XX,LUL Travelcard-7 Day
4,Wed,NR/LRC,Unstarted,West Hampst'd NL,0,00:00,515,08:35,Z0103,TKT,N,0,0,XX,LUL Travelcard-Annual
6,Fri,LUL,Unstarted,Hampstead,0,00:00,528,08:48,Z0103,TKT,N,0,0,XX,LUL Travelcard-Annual
3,Tue,LRC,Unstarted,Shepherd's Bush NR,0,00:00,509,08:29,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
2,Mon,LRC,Unstarted,Shepherd's Bush NR,0,00:00,512,08:32,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
7,Sat,NR,Unstarted,Victoria TOCs,0,00:00,1038,17:18,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
3,Tue,NR,Unstarted,East Croydon,0,00:00,437,07:17,Z0105,TKT,N,0,0,XX,LUL Travelcard-1 Month
7,Sat,LUL,Unstarted,Euston Square,0,00:00,756,12:36,Z0104,TKT,N,0,0,XX,LUL Travelcard-Annual
7,Sat,LUL,Unstarted,Earls Court,0,00:00,879,14:39,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
6,Fri,NR,Unstarted,Marylebone NR,0,00:00,1159,19:19,-------,PPY,N,500,500,XX,PAYG
5,Thu,NR,Unstarted,Richmond,0,00:00,821,13:41,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
7,Sat,NR/LRC,Unstarted,Brondesbury,0,00:00,762,12:42,-------,PPY,N,400,400,XX,PAYG
4,Wed,LUL,Unstarted,Mile End,0,00:00,504,08:24,Z0204,TKT,N,0,0,XX,LUL Travelcard-Annual
3,Tue,NR/LRC,Unstarted,Gospel Oak,0,00:00,1350,22:30,-------,PPY,N,400,400,XX,PAYG
4,Wed,NR,Unstarted,Ilford,0,00:00,1042,17:22,Z0204,TKT,N,0,0,XX,LUL Travelcard-Annual
3,Tue,LUL,Unstarted,Bank,0,00:00,673,11:13,-------,PPY,N,400,400,XX,PAYG
5,Thu,NR,Unstarted,Liverpool St WAGN TOC Gates,0,00:00,610,10:10,Z0104,TKT,N,0,0,XX,LUL Travelcard-7 Day
5,Thu,LUL,Unstarted,Mile End,0,00:00,534,08:54,Z0204,TKT,N,0,0,XX,LUL Travelcard-Annual
2,Mon,NR,Unstarted,East Croydon,0,00:00,429,07:09,Z0105,TKT,N,0,0,XX,LUL Travelcard-1 Month
6,Fri,LUL,Unstarted,Mile End,0,00:00,557,09:17,Z0204,TKT,N,0,0,XX,LUL Travelcard-Annual
5,Thu,LUL,Unstarted,Euston,0,00:00,512,08:32,Z0103,TKT,N,0,0,XX,LUL Travelcard-Annual
2,Mon,LUL,Unstarted,Marble Arch,0,00:00,449,07:29,Z0105,TKT,N,0,0,XX,LUL Travelcard-7 Day
7,Sat,NR,Unstarted,Marylebone NR,0,00:00,737,12:17,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
2,Mon,NR,Unstarted,Marylebone NR,0,00:00,874,14:34,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
3,Tue,LUL,Unstarted,Marble Arch,0,00:00,452,07:32,Z0105,TKT,N,0,0,XX,LUL Travelcard-7 Day
3,Tue,LUL,Unstarted,Holland Park,0,00:00,1123,18:43,-------,PPY,N,0,0,XX,PAYG
5,Thu,LUL,Unstarted,Earls Court,0,00:00,896,14:56,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
4,Wed,NR,Unstarted,Victoria TOCs,0,00:00,533,08:53,Z0104,TKT,N,0,0,XX,LUL Travelcard-1 Month
1,Sun,NR,Unstarted,Victoria TOCs,0,00:00,1054,17:34,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
1,Sun,LUL/NR,Unstarted,Ealing Broadway,0,00:00,472,07:52,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
2,Mon,LUL,Unstarted,Piccadilly Circus,0,00:00,1454,24:14:00,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
7,Sat,LUL,Unstarted,North Greenwich,0,00:00,727,12:07,Z0203,TKT,N,0,0,XX,LUL Travelcard-1 Month
5,Thu,LUL,Unstarted,Waterloo JLE,0,00:00,1158,19:18,-------,PPY,N,400,400,XX,PAYG
5,Thu,NR,Unstarted,Victoria TOCs,0,00:00,526,08:46,Z0104,TKT,N,0,0,XX,LUL Travelcard-1 Month
6,Fri,LUL/NR/DLR,Unstarted,Stratford,0,00:00,1018,16:58,Z0203,TKT,N,0,0,XX,LUL Travelcard-1 Month
3,Tue,LUL/NR/LRC,Unstarted,Kensal Green,0,00:00,1005,16:45,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
5,Thu,LUL/NR,Unstarted,Ealing Broadway,0,00:00,467,07:47,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
3,Tue,LUL,Unstarted,Piccadilly Circus,0,00:00,1091,18:11,Z0103,TKT,N,0,0,XX,LUL Travelcard-1 Month
6,Fri,LUL/NR,Unstarted,Ealing Broadway,0,00:00,417,06:57,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
5,Thu,LUL,Unstarted,North Greenwich,0,00:00,1076,17:56,Z0203,TKT,N,0,0,XX,LUL Travelcard-1 Month
5,Thu,LUL/NR,Unstarted,Ealing Broadway,0,00:00,660,11:00,Z0203,TKT,N,0,0,XX,LUL Travelcard-1 Month
4,Wed,LUL,Unstarted,North Greenwich,0,00:00,1073,17:53,Z0203,TKT,N,0,0,XX,LUL Travelcard-1 Month
2,Mon,LUL,Unstarted,North Greenwich,0,00:00,821,13:41,Z0203,TKT,N,0,0,XX,LUL Travelcard-1 Month
4,Wed,NR,Unstarted,Clapham Junction,0,00:00,1290,21:30,Z0102,TKT,N,0,0,XX,LUL Travelcard-1 Month
3,Tue,LUL,Unstarted,North Greenwich,0,00:00,1281,21:21,Z0203,TKT,N,0,0,XX,LUL Travelcard-1 Month
2,Mon,NR,Unstarted,Victoria TOCs,0,00:00,529,08:49,Z0104,TKT,N,0,0,XX,LUL Travelcard-1 Month
4,Wed,LUL/NR,Unstarted,Ealing Broadway,0,00:00,634,10:34,Z0203,TKT,N,0,0,XX,LUL Travelcard-1 Month
6,Fri,LUL/NR,Unstarted,Ealing Broadway,0,00:00,874,14:34,Z0203,TKT,N,0,0,XX,LUL Travelcard-1 Month
1,Sun,LUL,Unstarted,Angel,0,00:00,1261,21:01,-------,PPY,N,400,400,XX,PAYG
6,Fri,LUL,Unstarted,Marble Arch,0,00:00,454,07:34,Z0105,TKT,N,0,0,XX,LUL Travelcard-7 Day
4,Wed,LUL,Unstarted,Amersham,0,00:00,965,16:05,-------,PPY,N,55,55,XX,PAYG
5,Thu,NR,Unstarted,East Croydon,0,00:00,429,07:09,Z0105,TKT,N,0,0,XX,LUL Travelcard-1 Month
4,Wed,LUL,Unstarted,Liverpool Street,0,00:00,505,08:25,Z0106,TKT,N,0,0,XX,LUL Travelcard-1 Month
3,Tue,LUL,Unstarted,Liverpool Street,0,00:00,500,08:20,Z0106,TKT,N,0,0,XX,LUL Travelcard-1 Month
6,Fri,NR,Unstarted,East Croydon,0,00:00,429,07:09,Z0105,TKT,N,0,0,XX,LUL Travelcard-1 Month
2,Mon,LUL,Unstarted,Liverpool Street,0,00:00,540,09:00,Z0106,TKT,N,0,0,XX,LUL Travelcard-1 Month
4,Wed,NR,Unstarted,East Croydon,0,00:00,429,07:09,Z0105,TKT,N,0,0,XX,LUL Travelcard-1 Month
6,Fri,NR,Unstarted,Victoria TOCs,0,00:00,535,08:55,Z0104,TKT,N,0,0,XX,LUL Travelcard-1 Month
4,Wed,NR,Unstarted,City Thameslink,0,00:00,819,13:39,Z0102,TKT,N,0,0,XX,LUL Travelcard-1 Month
5,Thu,NR,Unstarted,Victoria TOCs,0,00:00,1388,23:08,Z0102,TKT,N,0,0,XX,LUL Travelcard-1 Month
7,Sat,LUL/NR,Unstarted,Ealing Broadway,0,00:00,421,07:01,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
1,Sun,LUL,Unstarted,Clapham North,0,00:00,1183,19:43,Z0102,TKT,N,0,0,XX,LUL Travelcard-1 Month
6,Fri,NR,Unstarted,Clapham Junction,0,00:00,950,15:50,Z0102,TKT,N,0,0,XX,LUL Travelcard-Annual
6,Fri,LUL,Unstarted,East Putney,0,00:00,552,09:12,Z0304,TKT,N,0,0,XX,LUL Travelcard-1 Month
5,Thu,LUL,Unstarted,Green Park,0,00:00,532,08:52,Z0103,TKT,N,0,0,XX,LUL Travelcard-Annual
4,Wed,LUL,Unstarted,Earls Court,0,00:00,960,16:00,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
3,Tue,LUL,Unstarted,Kentish Town,0,00:00,555,09:15,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
4,Wed,LUL,Unstarted,Kentish Town,0,00:00,502,08:22,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
1,Sun,LUL,Unstarted,Holloway Road,0,00:00,1181,19:41,-------,PPY,N,400,400,XX,PAYG
7,Sat,LUL,Unstarted,Clapham North,0,00:00,829,13:49,Z0102,TKT,N,0,0,XX,LUL Travelcard-1 Month
6,Fri,LUL,Unstarted,Kentish Town,0,00:00,552,09:12,Z0204,TKT,N,0,0,XX,LUL Travelcard-7 Day
7,Sat,LUL,Unstarted,Earls Court,0,00:00,968,16:08,Z0110,TKT,N,0,0,XX,Freedom Pass (Elderly)
6,Fri,NR,Unstarted,Richmond,0,00:00,1188,19:48,Z0104,TKT,N,0,0,XX,LUL Travelcard-1 Month
